,upc,store_id,marketing,relative_revenue
0,1111009477,367,T,0.8765928237383698
1,1111009477,367,N,0.9999999999999998
2,1111009477,367,D,1.8487603094163412
3,1111009477,367,FD,1.7662663559777738
4,1111009477,387,N,1.0000000000000002
5,1111009477,387,D,1.0357560633977487
6,1111009477,387,FD,1.2182729783907498
7,1111009477,389,N,1.0000000000000004
8,1111009477,389,D,1.170477635445275
9,1111009477,389,T,0.740242370700417
10,1111009477,389,FD,1.1254297182584652
11,1111009477,613,D,1.2821320193480525
12,1111009477,613,FD,1.4729793671236835
13,1111009477,613,T,0.9953477705955511
14,1111009477,613,N,0.9999999999999997
15,1111009477,613,F,1.037996280888752
16,1111009477,623,D,0.8702475803323931
17,1111009477,623,FD,1.4658448925061158
18,1111009477,623,T,1.0319396192015011
19,1111009477,623,N,1.0
20,1111009477,623,F,1.4650375821797947
21,1111009477,2277,D,1.14196988799144
22,1111009477,2277,N,1.0000000000000002
23,1111009477,2277,T,0.7005413786963337
24,1111009477,2277,F,0.8228513791055475
25,1111009477,2277,FD,1.4451327345541176
26,1111009477,2279,N,1.0
27,1111009477,2279,D,1.140505190218486
28,1111009477,2279,T,1.0703909114104235
29,1111009477,2279,FD,1.605006244376704
30,1111009477,2281,N,1.0000000000000002
31,1111009477,2281,T,0.6941488919242195
32,1111009477,2281,F,0.8529402229460755
33,1111009477,2281,FD,2.081174143988424
34,1111009477,2281,D,1.1193877429141335
35,1111009477,2495,N,0.9999999999999998
36,1111009477,2495,F,1.4132612406249518
37,1111009477,2495,T,0.7033101997843603
38,1111009477,2495,D,1.5926335812629986
39,1111009477,2505,D,1.2985149413633679
40,1111009477,2505,FD,1.7619201930203385
41,1111009477,2505,N,0.9999999999999999
42,1111009477,2505,F,1.891113770559479
43,1111009477,2505,T,0.7901905194361979
44,1111009477,2513,D,1.5340988949682137
45,1111009477,2513,F,1.406089997244002
46,1111009477,2513,T,0.8490161270710499
47,1111009477,2513,N,0.9999999999999996
48,1111009477,2513,FD,1.5738468423594378
49,1111009477,2523,N,1.0
50,1111009477,2523,FD,4.071854131526252
51,1111009477,2523,D,2.0551396245770817
52,1111009477,2523,T,1.052280304599572
53,1111009477,2523,F,0.9548279229426211
54,1111009477,2541,D,1.0796912362505977
55,1111009477,2541,FD,1.3778320779531328
56,1111009477,2541,T,0.9109969063845049
57,1111009477,2541,N,1.0
58,1111009477,2541,F,0.8488182239359159
59,1111009477,4245,N,1.0
60,1111009477,4245,D,1.1312673092107246
61,1111009477,4245,T,0.8160874685693109
62,1111009477,4245,F,1.740796036282698
63,1111009477,4259,N,1.0
64,1111009477,4259,T,0.718346718982104
65,1111009477,4259,D,1.2273019465177586
66,1111009477,4259,F,1.2174126058815204
67,1111009477,4259,FD,1.6736839687819371
68,1111009477,4489,N,1.0
69,1111009477,4489,FD,2.374187387717888
70,1111009477,4489,T,0.9957676724626268
71,1111009477,4489,F,1.2246833621962427
72,1111009477,4489,D,1.355708651859365
73,1111009477,4503,N,1.0000000000000004
74,1111009477,4503,FD,1.854060659632065
75,1111009477,4503,D,1.4563235700335049
76,1111009477,4503,T,1.08008108349305
77,1111009477,4503,F,1.3613745096955974
78,1111009477,4521,N,0.9999999999999993
79,1111009477,4521,F,1.809663120567375
80,1111009477,4521,T,0.9554711246200602
81,1111009477,4521,D,1.3336246200607889
82,1111009477,4521,FD,1.5377659574468077
83,1111009477,6179,N,1.0
84,1111009477,6179,D,1.5057925157766794
85,1111009477,6179,T,0.8995818543063809
86,1111009477,6179,F,1.1581081426780702
87,1111009477,6179,FD,2.384391708094925
88,1111009477,6187,D,1.1344463058783611
89,1111009477,6187,T,0.8880948341674442
90,1111009477,6187,N,1.0000000000000002
91,1111009477,6187,F,1.0603104589023666
92,1111009477,6379,N,0.9999999999999999
93,1111009477,6379,F,1.2464427560485623
94,1111009477,6379,T,0.8267125502930257
95,1111009477,6379,D,1.1345136292482245
96,1111009477,6379,FD,1.7648291654268604
97,1111009477,6431,N,0.9999999999999997
98,1111009477,6431,F,1.6959689269310203
99,1111009477,6431,T,0.8775917262440959
100,1111009477,6431,D,1.7206491214649946
101,1111009477,6431,FD,4.128690183828439
102,1111009477,8035,N,1.0000000000000002
103,1111009477,8035,D,1.1813683912920556
104,1111009477,8035,T,0.8570772244436368
105,1111009477,8035,F,1.1059160305343512
106,1111009477,8041,D,1.175273896896347
107,1111009477,8041,N,0.9999999999999998
108,1111009477,8041,T,0.9026690038019101
109,1111009477,8041,F,1.1063210680196958
110,1111009477,8041,FD,1.178160098410585
111,1111009477,8263,N,0.9999999999999999
112,1111009477,8263,F,1.0432079109040973
113,1111009477,8263,D,1.1402889984368791
114,1111009477,8263,FD,1.3577261062291
115,1111009477,8263,T,0.7145091907777065
116,1111009477,9825,N,1.0000000000000002
117,1111009477,9825,D,1.0623760427237907
118,1111009477,9825,T,0.9445306289536747
119,1111009477,9825,F,1.4611919495373522
120,1111009477,9825,FD,2.691669380726701
121,1111009477,10019,D,2.6030159656509224
122,1111009477,10019,FD,4.675768060360998
123,1111009477,10019,N,0.9999999999999993
124,1111009477,10019,F,1.934997985187655
125,1111009477,10019,T,0.8838056457694626
126,1111009477,11757,N,1.0000000000000004
127,1111009477,11757,T,0.9428410406697343
128,1111009477,11757,D,1.3866951839510788
129,1111009477,11757,FD,1.133984349649729
130,1111009477,11757,F,1.8296769169288158
131,1111009477,11761,D,0.9364711298303803
132,1111009477,11761,N,1.0000000000000002
133,1111009477,11761,T,0.9756075611342963
134,1111009477,11761,FD,0.8894417672060908
135,1111009477,11967,N,1.000000000000001
136,1111009477,11967,F,1.678126062279174
137,1111009477,11967,T,1.0268373986762012
138,1111009477,11967,FD,3.6908806229977644
139,1111009477,11967,D,2.052987772844796
140,1111009477,11993,D,1.3956947487565028
141,1111009477,11993,F,1.3218976611527051
142,1111009477,11993,T,1.0250225854352497
143,1111009477,11993,N,1.0
144,1111009477,11993,FD,1.7211223144100265
145,1111009477,12011,D,1.8218441704980057
146,1111009477,12011,FD,3.6334742691898443
147,1111009477,12011,N,1.0000000000000007
148,1111009477,12011,F,1.5506865320234318
149,1111009477,12011,T,1.120630251952304
150,1111009477,13609,D,0.9753436158186736
151,1111009477,13609,N,1.0000000000000002
152,1111009477,13609,F,1.0062225295076301
153,1111009477,13609,FD,1.5618055212603092
154,1111009477,13827,D,1.044225623695223
155,1111009477,13827,FD,0.7622804904544638
156,1111009477,13827,N,0.9999999999999997
157,1111009477,13827,F,2.2588772069033918
158,1111009477,13827,T,0.6751257414072331
159,1111009477,13837,D,1.2978906083440094
160,1111009477,13837,FD,2.0021844518025174
161,1111009477,13837,N,0.9999999999999998
162,1111009477,13837,T,0.9129630331492283
163,1111009477,13837,F,1.143167730754256
164,1111009477,13853,D,1.1382798182180092
165,1111009477,13853,FD,1.7291344745238908
166,1111009477,13853,N,1.0
167,1111009477,13853,F,0.9389862736047843
168,1111009477,13853,T,0.9517480194167397
169,1111009477,13859,D,1.4525245910775493
170,1111009477,13859,FD,1.9096817789171572
171,1111009477,13859,N,1.0000000000000004
172,1111009477,13859,F,1.4821987534947665
173,1111009477,13859,T,0.9557773009724972
174,1111009477,15531,D,1.0457608710611066
175,1111009477,15531,N,0.9999999999999998
176,1111009477,15531,FD,1.446541315611336
177,1111009477,15531,T,0.6774534137691738
178,1111009477,15541,N,1.0000000000000007
179,1111009477,15541,D,1.1290846106392065
180,1111009477,15541,T,1.1273904996915483
181,1111009477,15541,F,0.9660350753503129
182,1111009477,15541,FD,1.5731030228254164
183,1111009477,15547,N,0.9999999999999998
184,1111009477,15547,D,1.222389510037457
185,1111009477,15547,T,1.0285077783041905
186,1111009477,15547,FD,1.4544104309286432
187,1111009477,15755,N,1.0000000000000002
188,1111009477,15755,FD,3.070203355627077
189,1111009477,15755,T,0.8612325985353352
190,1111009477,15755,D,2.4331561598927993
191,1111009477,15755,F,1.665646498606143
192,1111009477,15763,D,1.2203009308506003
193,1111009477,15763,FD,1.5018218549351827
194,1111009477,15763,N,1.0
195,1111009477,15763,F,1.4546161287566226
196,1111009477,15763,T,1.124348683591012
197,1111009477,15765,N,1.0000000000000002
198,1111009477,15765,F,1.0512462440080652
199,1111009477,15765,T,0.8606419117704743
200,1111009477,15765,D,1.1645113646231886
201,1111009477,15765,FD,1.4438503722648928
202,1111009477,17599,N,1.0000000000000002
203,1111009477,17599,FD,2.545395951947255
204,1111009477,17599,D,1.7097196008069864
205,1111009477,17599,F,1.762295316478633
206,1111009477,17599,T,0.972056621651111
207,1111009477,17615,N,1.0
208,1111009477,17615,FD,2.2521629416005773
209,1111009477,17615,D,1.530831957988063
210,1111009477,17615,T,0.8990973878320672
211,1111009477,17615,F,1.1457392823470691
212,1111009477,17627,D,1.3034814257469451
213,1111009477,17627,FD,1.8087985106887374
214,1111009477,17627,N,1.0000000000000007
215,1111009477,17627,T,0.835624938991229
216,1111009477,19265,D,1.1323357207743272
217,1111009477,19265,N,1.0000000000000002
218,1111009477,19265,T,0.7642440806702087
219,1111009477,19265,FD,1.6963108790550374
220,1111009477,19521,D,1.1825228375150816
221,1111009477,19521,FD,1.6339263290079535
222,1111009477,19521,N,1.0000000000000004
223,1111009477,19521,F,1.4393470071159484
224,1111009477,19521,T,0.9194363052881263
225,1111009477,19523,N,1.0000000000000007
226,1111009477,19523,FD,3.278090994892294
227,1111009477,19523,T,1.3476159009935407
228,1111009477,19523,D,1.504741005996003
229,1111009477,19523,F,1.6612560376415724
230,1111009477,19533,N,0.9999999999999993
231,1111009477,19533,F,1.8185083861435278
232,1111009477,19533,T,0.858420473040828
233,1111009477,19533,D,1.8242707575810038
234,1111009477,19533,FD,2.03645808082557
235,1111009477,21213,D,1.1714327358246424
236,1111009477,21213,N,0.9999999999999998
237,1111009477,21213,T,0.5805488191373431
238,1111009477,21213,F,0.4697625921181702
239,1111009477,21213,FD,1.87361482655827
240,1111009477,21221,D,1.3171783451353234
241,1111009477,21221,N,1.0
242,1111009477,21221,T,0.9462034953514842
243,1111009477,21221,F,1.4131696695370197
244,1111009477,21221,FD,3.7629750502788077
245,1111009477,21227,N,1.0000000000000002
246,1111009477,21227,D,0.9304741002614118
247,1111009477,21227,T,0.7955447919484404
248,1111009477,21227,FD,1.2190750642808525
249,1111009477,21237,D,0.9935189801296204
250,1111009477,21237,N,0.9999999999999997
251,1111009477,21237,FD,1.0393173958803186
